Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2023-04-20 21:29:35,"Push Day",1h 16m,"Lateral Raise (Cable)",2,10.0,15.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Triceps Pushdown (Cable - Rope)",1,42.5,15.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Triceps Pushdown (Cable - Rope)",2,42.5,11.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Triceps Pushdown (Cable - Rope)",3,35.0,10.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Diamond Push Up",1,0,15.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Diamond Push Up",2,0,8.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Diamond Push Up",3,0,6.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Cable Fly Crossovers",1,12.5,15.0,0,0.0,
2023-04-20 21:29:35,"Push Day",1h 16m,"Cable Fly Crossovers",2,17.5,15.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Bent Over Row (Barbell)",1,100.0,12.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Bent Over Row (Barbell)",2,100.0,12.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Bent Over Row (Barbell)",3,110.0,8.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Hammer Curl (Dumbbell)",1,30.0,10.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Hammer Curl (Dumbbell)",2,30.0,8.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Hammer Curl (Dumbbell)",3,30.0,8.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Incline Curl (Dumbbell)",1,22.5,8.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Incline Curl (Dumbbell)",2,22.5,8.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Incline Curl (Dumbbell)",3,22.5,8.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Concentration Curl (Dumbbell)",1,27.5,8.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Concentration Curl (Dumbbell)",2,27.5,7.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Concentration Curl (Dumbbell)",3,22.5,10.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Lat Pulldown (Cable)",1,160.0,7.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Lat Pulldown (Cable)",2,140.0,11.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Lat Pulldown (Cable)",3,120.0,12.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Face Pull (Cable)",1,22.5,14.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Face Pull (Cable)",2,27.5,14.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Face Pull (Cable)",3,32.5,14.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Pull Up",1,0,5.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Reverse Curl (Dumbbell)",1,15.0,10.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Reverse Curl (Dumbbell)",2,15.0,10.0,0,0.0,
2023-04-21 14:23:11,"Pull Day",1h 16m,"Reverse Curl (Dumbbell)",3,15.0,10.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Press (Machine)",1,300.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Press (Machine)",2,320.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Press (Machine)",3,340.0,13.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Press Wide",1,280.0,13.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Press Wide",2,280.0,12.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Press Wide",3,300.0,10.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Curl (Machine)",1,100.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Curl (Machine)",2,110.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Leg Curl (Machine)",3,130.0,8.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Leg Extension (Machine)",1,50.0,22.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Leg Extension (Machine)",2,70.0,18.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Leg Extension (Machine)",3,90.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Hip Abductor (Machine)",1,110.0,15.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Hip Abductor (Machine)",2,130.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Hip Abductor (Machine)",3,150.0,12.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Hip Adductor (Machine)",1,110.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Hip Adductor (Machine)",2,140.0,15.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Hip Adductor (Machine)",3,170.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Calf Raise (Machine)",1,300.0,18.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Calf Raise (Machine)",2,320.0,16.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Calf Raise (Machine)",3,340.0,14.0,0,0.0,
2023-04-22 18:41:26,"Leg Day",1h 11m,"Seated Calf Raise (Machine)",4,360.0,12.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Chest Press (Freemotion)",1,80.0,12.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Chest Press (Freemotion)",2,100.0,10.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Chest Press (Freemotion)",3,90.0,8.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Bent Over Row (Barbell)",1,110.0,10.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Bent Over Row (Barbell)",2,110.0,8.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Bent Over Row (Barbell)",3,110.0,10.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Dumbbell Seated Shoulder Press",1,32.5,12.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Dumbbell Seated Shoulder Press",2,32.5,12.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Dumbbell Seated Shoulder Press",3,32.5,10.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Lat Pulldown (Cable)",1,140.0,10.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Lat Pulldown (Cable)",2,160.0,8.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Lat Pulldown (Cable)",3,140.0,11.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Cable Crossover",1,27.5,15.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Cable Crossover",2,32.5,11.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Cable Crossover",3,35.0,8.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Lateral Raise (Cable)",1,12.5,13.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Lateral Raise (Cable)",2,15.0,12.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Concentration Curl (Dumbbell)",1,27.5,11.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Concentration Curl (Dumbbell)",2,27.5,11.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Triceps Pushdown (Cable - Rope)",1,45.0,15.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Triceps Pushdown (Cable - Rope)",2,45.0,10.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Triceps Pushdown (Cable - Rope)",3,37.5,10.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Diamond Push Up",1,0,13.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Diamond Push Up",2,0,8.0,0,0.0,
2023-04-24 15:07:24,"Upper Body Day",1h 29m,"Diamond Push Up",3,0,8.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Squat (Machine)",1,180.0,12.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Squat (Machine)",2,220.0,12.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Romanian Deadlift (Freemotion)",1,160.0,12.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Romanian Deadlift (Freemotion)",2,170.0,12.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Romanian Deadlift (Freemotion)",3,190.0,10.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Hip Adductor (Machine)",1,120.0,14.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Hip Adductor (Machine)",2,150.0,15.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Hip Adductor (Machine)",3,180.0,5.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Hip Abductor (Machine)",1,110.0,14.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Hip Abductor (Machine)",2,120.0,14.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Hip Abductor (Machine)",3,140.0,15.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Seated Leg Curl (Machine)",1,100.0,14.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Seated Leg Curl (Machine)",2,120.0,11.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Seated Leg Curl (Machine)",3,130.0,5.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Leg Extension (Machine)",1,100.0,13.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Leg Extension (Machine)",2,120.0,12.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Leg Extension (Machine)",3,140.0,10.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Seated Calf Raise (Machine)",1,320.0,18.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Seated Calf Raise (Machine)",2,340.0,14.0,0,0.0,
2023-04-27 16:50:51,"Lower Body Day",1h 2m,"Seated Calf Raise (Machine)",3,360.0,12.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Bench Press (Dumbbell)",1,32.5,32.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Bench Press (Dumbbell)",2,32.5,23.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Bench Press (Dumbbell)",3,32.5,18.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Bent Over Row (Barbell)",1,110.0,8.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Bent Over Row (Barbell)",2,110.0,8.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Bent Over Row (Barbell)",3,110.0,6.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Lat Pulldown (Cable)",1,160.0,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Lat Pulldown (Cable)",2,160.0,8.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Lat Pulldown (Cable)",3,140.0,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Cable Crossover",1,30.0,14.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Cable Crossover",2,35.0,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Cable Crossover",3,35.0,8.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Lateral Raise (Cable)",1,17.5,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Lateral Raise (Cable)",2,15.0,13.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Concentration Curl (Dumbbell)",1,30.0,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Concentration Curl (Dumbbell)",2,30.0,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Triceps Pushdown (Cable - Rope)",1,47.5,14.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Triceps Pushdown (Cable - Rope)",2,47.5,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Triceps Pushdown (Cable - Rope)",3,37.5,10.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Diamond Push Up",1,0,14.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Diamond Push Up",2,0,9.0,0,0.0,
2023-04-28 14:53:21,"Upper Body Day",1h 10m,"Diamond Push Up",3,0,6.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Bench Press (Dumbbell)",1,40.0,24.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Bench Press (Dumbbell)",2,40.0,12.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Bench Press (Dumbbell)",3,40.0,12.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Bench Press (Dumbbell)",4,40.0,12.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Incline Bench Press (Dumbbell)",1,40.0,10.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Incline Bench Press (Dumbbell)",2,40.0,10.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Incline Bench Press (Dumbbell)",3,40.0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Incline Bench Press (Dumbbell)",4,40.0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Chest Dip",1,0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Chest Dip",2,0,6.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Chest Dip",3,0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Chest Dip",4,0,5.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Close Grip Dumbbell Press",1,40.0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Close Grip Dumbbell Press",2,40.0,6.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Close Grip Dumbbell Press",3,30.0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Close Grip Dumbbell Press",4,30.0,7.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Single Arm Tricep Extension ",1,12.0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Single Arm Tricep Extension ",2,12.0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Single Arm Tricep Extension ",3,12.0,8.0,0,0.0,
2023-05-01 21:14:29,"Chest & Triceps",1h 6m,"Single Arm Tricep Extension ",4,12.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Pull Up",1,0,5.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Pull Up",2,0,5.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Pull Up",3,0,5.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Pull Up",4,0,3.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bent Over Row (Barbell)",1,95.0,10.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bent Over Row (Barbell)",2,95.0,10.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bent Over Row (Barbell)",3,95.0,9.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bent Over Row (Barbell)",4,95.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Trap Bar Deadlift",1,110.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Trap Bar Deadlift",2,140.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Trap Bar Deadlift",3,160.0,7.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Trap Bar Deadlift",4,90.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bicep Curl (Dumbbell)",1,30.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bicep Curl (Dumbbell)",2,30.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bicep Curl (Dumbbell)",3,30.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Bicep Curl (Dumbbell)",4,30.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Hammer Curl (Dumbbell)",1,30.0,8.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Hammer Curl (Dumbbell)",2,25.0,12.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Hammer Curl (Dumbbell)",3,25.0,12.0,0,0.0,
2023-05-02 20:22:26,"Back and Biceps",1h 16m,"Hammer Curl (Dumbbell)",4,25.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Overhead Press (Barbell)",1,95.0,7.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Overhead Press (Barbell)",2,65.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Overhead Press (Barbell)",3,75.0,11.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Overhead Press (Barbell)",4,75.0,8.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Lateral Raise (Dumbbell)",1,10.0,13.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Lateral Raise (Dumbbell)",2,10.0,13.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Lateral Raise (Dumbbell)",3,10.0,13.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Lateral Raise (Dumbbell)",4,10.0,13.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Front Raise (Dumbbell)",1,10.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Front Raise (Dumbbell)",2,10.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Front Raise (Dumbbell)",3,12.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Front Raise (Dumbbell)",4,12.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Rear Delt Fly",1,10.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Rear Delt Fly",2,12.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Rear Delt Fly",3,12.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Rear Delt Fly",4,10.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Shrug (Dumbbell)",1,25.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Shrug (Dumbbell)",2,30.0,13.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Shrug (Dumbbell)",3,40.0,12.0,0,0.0,
2023-05-04 22:38:33,"Shoulders",1h 6m,"Shrug (Dumbbell)",4,30.0,15.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Bench Press (Smith Machine)",1,135.0,9.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Bench Press (Smith Machine)",2,135.0,8.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Bench Press (Smith Machine)",3,135.0,8.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Bench Press (Smith Machine)",4,95.0,9.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Incline Bench Press (Dumbbell)",1,30.0,12.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Incline Bench Press (Dumbbell)",2,30.0,12.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Incline Bench Press (Dumbbell)",3,30.0,14.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Incline Bench Press (Dumbbell)",4,30.0,14.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Chest Dip",1,0,9.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Chest Dip",2,0,7.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Chest Dip",3,0,6.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Chest Dip",4,0,8.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Close Grip Dumbbell Press",1,30.0,12.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Close Grip Dumbbell Press",2,30.0,12.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Close Grip Dumbbell Press",3,30.0,10.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Close Grip Dumbbell Press",4,30.0,8.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Dumbbell Kickback",1,15.0,15.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Dumbbell Kickback",2,15.0,15.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Dumbbell Kickback",3,15.0,15.0,0,0.0,
2023-05-11 19:52:39,"Chest And Triceps",1h 13m,"Dumbbell Kickback",4,15.0,15.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Pull Up",1,0,9.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Pull Up",2,0,6.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Pull Up",3,0,4.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Pull Up",4,0,4.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bent Over Row (Barbell)",1,100.0,11.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bent Over Row (Barbell)",2,100.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bent Over Row (Barbell)",3,100.0,9.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bent Over Row (Barbell)",4,100.0,8.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Deadlift (Freemotion)",1,130.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Deadlift (Freemotion)",2,150.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Deadlift (Freemotion)",3,170.0,8.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Deadlift (Freemotion)",4,180.0,8.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bicep Curl (Barbell)",1,40.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bicep Curl (Barbell)",2,40.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bicep Curl (Barbell)",3,40.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Bicep Curl (Barbell)",4,40.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Hammer Curl (Dumbbell)",1,25.0,10.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Hammer Curl (Dumbbell)",2,20.0,14.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Hammer Curl (Dumbbell)",3,20.0,14.0,0,0.0,
2023-05-12 16:14:45,"Back & Biceps",1h 14m,"Hammer Curl (Dumbbell)",4,20.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press (Smith Machine)",1,110.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press (Smith Machine)",2,135.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press (Smith Machine)",3,145.0,8.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press (Smith Machine)",4,135.0,9.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Incline Bench Press (Dumbbell)",1,40.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Incline Bench Press (Dumbbell)",2,40.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Incline Bench Press (Dumbbell)",3,40.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Incline Bench Press (Dumbbell)",4,40.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Chest Dip",1,0,9.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Chest Dip",2,0,7.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Chest Dip",3,0,5.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Chest Dip",4,0,4.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press - Close Grip (Smith Machine)",1,60.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press - Close Grip (Smith Machine)",2,80.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press - Close Grip (Smith Machine)",3,90.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Bench Press - Close Grip (Smith Machine)",4,75.0,10.0,0,0.0,
2023-05-15 15:19:58,"Chest & Triceps",1h 17m,"Triceps Pushdown (Cable - Rope)",1,20.0,15.0,0,0.0,
